[{I} |08-19 15:55:54.831 1787126154] ---->>[pvr_event_notify] SKYFM_ADD_DEVICE, dev_name:TF卡 disk_status:0

[{E} |08-19 16:51:25.565 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.565 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.566 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.566 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.566 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.566 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.566 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.566 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.566 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.567 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.567 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.567 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.567 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.567 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.567 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.569 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.569 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.569 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.569 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.569 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.569 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.569 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.569 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.569 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.569 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.569 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.569 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.570 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.570 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.570 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.570 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.570 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.570 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.571 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.571 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.571 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.571 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.571 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.571 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.571 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.572 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.572 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.572 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.572 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.572 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.572 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.572 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.573 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.573 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.573 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.573 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.573 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.573 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.574 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.595 1787129485] ==LYH=num_bboxes=2=select_idx=0==posture.class_id=1=

[{E} |08-19 16:51:25.595 1787129485] ==LYH=tvd=i=0=class_id=0==pose_metric=19.983330=

[{E} |08-19 16:51:25.595 1787129485] ==LYH=tvd=num_bboxes=2=results_ex_count=1==m_pose_class_id=0=

[{D} |08-19 16:51:25.596 1787129485] ++++++++++++++++time interval is =[10428ms]+++++++++++++++++

[{D} |08-19 16:51:25.596 1787129485] st_mb_pic_cal.u32MBSize 675840

[{I} |08-19 16:51:25.597 1787129485] pic_width: 640, pic_height: 360, dst_w: 640, dst_h: 352

[{E} |08-19 16:51:25.599 1787129485] destroy mb_blk: 0x995818

[{E} |08-19 16:51:25.574 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.642 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.642 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.642 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.642 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.642 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.642 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.643 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.643 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.643 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.643 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{I} |08-19 16:51:25.688 1787129485] [TRACKER] track result: dx(-96.000000), dy(0.000000), offsetx(-14.351616), offsety(0.000000)
[{I} |08-19 16:51:25.688 1787129485] [TRACKER] singal_track_ptz_turn: dirx(3),stepx(18),validx(1),diry(0),dy(0),validy(1),speed(2)
[{D} |08-19 16:51:25.643 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.689 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.690 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.690 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.690 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.690 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.690 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.690 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.690 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.691 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.691 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.691 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.691 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.691 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.691 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.691 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.692 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.692 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.692 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.692 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.692 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.692 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.692 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.693 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.693 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.693 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.693 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.693 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.693 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.693 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.694 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.694 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.694 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.694 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.694 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.694 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{E} |08-19 16:51:25.694 1787129485] mk:[Socket.cpp:906][event poller 5:flushData] flushData

[{D} |08-19 16:51:25.694 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.695 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.695 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.695 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.695 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.695 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.695 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.695 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.696 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.696 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.696 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.696 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.696 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.696 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.696 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.696 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{E} |08-19 16:51:25.697 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{E} |08-19 16:51:25.697 1787129485] mk:[Socket.cpp:906][event poller 2:flushData] flushData

[{D} |08-19 16:51:25.697 1787129485] mk:[RtspSession.cpp:1373][event poller 2:operator()] frame do not sync!!!

[{D} |08-19 16:51:25.709 1787129485] recv ipc action:SK_IPC_ACTION_PTZ_MOTON
[{I} |08-19 16:51:25.747 1787129485] sk_hdi_ptz_left enter
[{I} |08-19 16:51:25.716 1787129485] recv len = 367 socket id = 251 data = POST /xiaopaitech/device_service HTTP/1.1
Host: 192.168.7.221
User-Agent: Xiaopaitech NVR/1.0
Content-Type: application/json; charset=utf-8;
Content-Length: 129
Connection: close
Authorization: Basic m39BzkVm1d0hYV67FkkYh9R3oZk=

{
	"service_type":	"setting",
	"msg_id":	"0",
	"cmd_name":	"SK_SETTING_GET_VIDEO",
	"ver":	"1.0",
	"channel":	0,
	"sequence":	0
}
[{I} |08-19 16:51:25.747 1787129485] Content-Length:129
[{I} |08-19 16:51:25.747 1787129485] Authorization:m39BzkVm1d0hYV67FkkYh9R3oZk=
[{I} |08-19 16:51:25.747 1787129485] sk xpt get ip = 192.168.7.143 token = m39BzkVm1d0hYV67FkkYh9R3oZk= ok index = 0
[{E} |08-19 16:51:25.747 1787129485] Authorization : m39BzkVm1d0hYV67FkkYh9R3oZk= token : m39BzkVm1d0hYV67FkkYh9R3oZk= 
